cid,page,from,part,duration,vid,weblink,first_frame,dimen_width,dimen_height,dimen_rotate
545399471,1,vupload,笑死我了！日语版金刚葫芦boy来啦哈哈哈！,109,,,http://i2.hdslb.com/bfs/storyff/n220309a21mgv3bxvynnqwwgxnrhfkiz_firsti.jpg,1920,1080,0
